Date,Home_Team,Away_Team,Team,Player_Id,shift_number,period,start_clock,end_clock,shift_length
2025-10-11,Team D,Team A,Team A,72,17,3,17:42,16:42,01:00
2025-10-11,Team D,Team A,Team D,52,18,3,17:28,17:20,00:08
2025-10-11,Team D,Team A,Team D,36,12,3,17:20,16:42,00:38
2025-10-11,Team D,Team A,Team D,28,12,3,17:20,16:42,00:38
2025-10-11,Team D,Team A,Team D,37,11,3,17:20,16:42,00:38
2025-10-11,Team D,Team A,Team D,79,14,3,17:20,16:42,00:38
2025-10-11,Team D,Team A,Team A,71,11,3,17:15,16:42,00:33
2025-10-11,Team D,Team A,Team A,17,13,3,17:05,16:42,00:23
2025-10-11,Team D,Team A,Team A,20,13,3,17:05,16:42,00:23
2025-10-11,Team D,Team A,Team D,88,19,3,17:00,16:42,00:18
2025-10-11,Team D,Team A,Team A,48,19,3,16:43,16:42,00:01
2025-10-11,Team D,Team A,Team A,29,16,3,16:42,15:55,00:47
2025-10-11,Team D,Team A,Team A,3,10,3,16:42,15:50,00:52
2025-10-11,Team D,Team A,Team A,63,18,3,16:42,15:51,00:51
2025-10-11,Team D,Team A,Team A,45,13,3,16:42,15:50,00:52
2025-10-11,Team D,Team A,Team A,92,17,3,16:42,16:07,00:35
2025-10-11,Team D,Team A,Team D,84,17,3,16:42,16:00,00:42
2025-10-11,Team D,Team A,Team D,50,12,3,16:42,15:51,00:51
2025-10-11,Team D,Team A,Team D,51,16,3,16:42,16:00,00:42
2025-10-11,Team D,Team A,Team D,25,14,3,16:42,15:51,00:51
2025-10-11,Team D,Team A,Team D,75,12,3,16:42,15:42,01:00
2025-10-11,Team D,Team A,Team A,39,16,3,16:07,15:22,00:45
2025-10-11,Team D,Team A,Team D,52,19,3,16:00,14:54,01:06
2025-10-11,Team D,Team A,Team D,88,20,3,16:00,14:54,01:06
2025-10-11,Team D,Team A,Team A,20,14,3,15:55,15:17,00:38
2025-10-11,Team D,Team A,Team A,9,15,3,15:51,15:17,00:34
2025-10-11,Team D,Team A,Team D,36,13,3,15:51,14:42,01:09
2025-10-11,Team D,Team A,Team D,28,13,3,15:51,14:21,01:30
2025-10-11,Team D,Team A,Team A,48,20,3,15:50,15:03,00:47
2025-10-11,Team D,Team A,Team A,5,18,3,15:50,15:03,00:47
2025-10-11,Team D,Team A,Team D,46,16,3,15:42,14:54,00:48
2025-10-11,Team D,Team A,Team A,88,16,3,15:22,14:13,01:09
2025-10-11,Team D,Team A,Team A,61,12,3,15:17,14:21,00:56
2025-10-11,Team D,Team A,Team A,46,13,3,15:17,14:21,00:56
2025-10-11,Team D,Team A,Team A,59,23,3,15:03,14:15,00:48
2025-10-11,Team D,Team A,Team A,72,18,3,15:03,14:15,00:48
2025-10-11,Team D,Team A,Team D,44,15,3,14:54,13:53,01:01
2025-10-11,Team D,Team A,Team D,8,12,3,14:54,13:45,01:09
2025-10-11,Team D,Team A,Team D,79,15,3,14:54,13:52,01:02
2025-10-11,Team D,Team A,Team D,42,12,3,14:42,13:52,00:50
2025-10-11,Team D,Team A,Team A,17,14,3,14:21,13:33,00:48
2025-10-11,Team D,Team A,Team A,71,12,3,14:21,13:24,00:57
2025-10-11,Team D,Team A,Team D,77,12,3,14:21,13:26,00:55
2025-10-11,Team D,Team A,Team A,3,11,3,14:15,13:45,00:30
2025-10-11,Team D,Team A,Team A,45,14,3,14:15,13:45,00:30
2025-10-11,Team D,Team A,Team A,14,15,3,14:13,13:33,00:40
2025-10-11,Team D,Team A,Team D,51,17,3,13:53,13:07,00:46
2025-10-11,Team D,Team A,Team D,84,18,3,13:52,13:07,00:45
2025-10-11,Team D,Team A,Team D,37,12,3,13:52,13:02,00:50
2025-10-11,Team D,Team A,Team A,48,21,3,13:45,12:59,00:46
2025-10-11,Team D,Team A,Team A,5,19,3,13:45,13:01,00:44
2025-10-11,Team D,Team A,Team D,63,14,3,13:45,12:59,00:46
2025-10-11,Team D,Team A,Team A,29,17,3,13:33,12:55,00:38
2025-10-11,Team D,Team A,Team A,63,19,3,13:33,12:43,00:50
2025-10-11,Team D,Team A,Team D,12,16,3,13:26,12:59,00:27
2025-10-11,Team D,Team A,Team A,92,18,3,13:24,12:43,00:41
2025-10-11,Team D,Team A,Team D,52,20,3,13:07,12:34,00:33
2025-10-11,Team D,Team A,Team D,88,21,3,13:07,12:34,00:33
2025-10-11,Team D,Team A,Team D,50,13,3,13:02,12:08,00:54
2025-10-11,Team D,Team A,Team A,72,19,3,13:01,12:23,00:38
2025-10-11,Team D,Team A,Team A,59,24,3,12:59,12:23,00:36
2025-10-11,Team D,Team A,Team D,12,17,3,12:59,12:43,00:16
2025-10-11,Team D,Team A,Team D,75,13,3,12:59,12:08,00:51
2025-10-11,Team D,Team A,Team A,9,16,3,12:55,12:08,00:47
2025-10-11,Team D,Team A,Team A,20,15,3,12:43,12:08,00:35
2025-10-11,Team D,Team A,Team A,39,17,3,12:43,12:08,00:35
2025-10-11,Team D,Team A,Team D,25,15,3,12:43,12:08,00:35
2025-10-11,Team D,Team A,Team D,44,16,3,12:34,12:08,00:26
2025-10-11,Team D,Team A,Team D,79,16,3,12:34,12:08,00:26
2025-10-11,Team D,Team A,Team A,3,12,3,12:23,12:08,00:15
2025-10-11,Team D,Team A,Team A,45,15,3,12:23,12:08,00:15
2025-10-11,Team D,Team A,Team A,61,13,3,12:08,11:44,00:24
2025-10-11,Team D,Team A,Team A,48,22,3,12:08,11:44,00:24
2025-10-11,Team D,Team A,Team A,88,17,3,12:08,11:44,00:24
2025-10-11,Team D,Team A,Team A,5,20,3,12:08,11:44,00:24
2025-10-11,Team D,Team A,Team A,46,14,3,12:08,11:44,00:24
2025-10-11,Team D,Team A,Team D,12,18,3,12:08,11:44,00:24
2025-10-11,Team D,Team A,Team D,84,19,3,12:08,11:44,00:24
2025-10-11,Team D,Team A,Team D,51,18,3,12:08,11:44,00:24
2025-10-11,Team D,Team A,Team D,36,14,3,12:08,11:44,00:24
2025-10-11,Team D,Team A,Team D,28,14,3,12:08,11:44,00:24
2025-10-11,Team D,Team A,Team A,17,15,3,11:44,11:03,00:41
2025-10-11,Team D,Team A,Team A,14,16,3,11:44,11:03,00:41
2025-10-11,Team D,Team A,Team A,71,13,3,11:44,11:03,00:41
2025-10-11,Team D,Team A,Team A,72,20,3,11:44,11:03,00:41
2025-10-11,Team D,Team A,Team A,45,16,3,11:44,11:03,00:41
2025-10-11,Team D,Team A,Team D,42,13,3,11:44,11:03,00:41
2025-10-11,Team D,Team A,Team D,44,17,3,11:44,11:03,00:41
2025-10-11,Team D,Team A,Team D,46,17,3,11:44,11:03,00:41
2025-10-11,Team D,Team A,Team D,77,13,3,11:44,11:03,00:41
2025-10-11,Team D,Team A,Team D,79,17,3,11:44,11:03,00:41
2025-10-11,Team D,Team A,Team A,29,18,3,11:03,10:28,00:35
2025-10-11,Team D,Team A,Team A,3,13,3,11:03,10:28,00:35
2025-10-11,Team D,Team A,Team A,59,25,3,11:03,10:28,00:35
2025-10-11,Team D,Team A,Team A,63,20,3,11:03,10:28,00:35
2025-10-11,Team D,Team A,Team A,92,19,3,11:03,10:28,00:35
2025-10-11,Team D,Team A,Team D,63,15,3,11:03,10:28,00:35
2025-10-11,Team D,Team A,Team D,52,21,3,11:03,10:28,00:35
2025-10-11,Team D,Team A,Team D,88,22,3,11:03,10:28,00:35
2025-10-11,Team D,Team A,Team D,25,16,3,11:03,10:28,00:35
2025-10-11,Team D,Team A,Team D,37,13,3,11:03,10:28,00:35
2025-10-11,Team D,Team A,Team A,9,17,3,10:28,09:50,00:38
2025-10-11,Team D,Team A,Team A,48,23,3,10:28,09:50,00:38
2025-10-11,Team D,Team A,Team A,20,16,3,10:28,09:50,00:38
2025-10-11,Team D,Team A,Team A,5,21,3,10:28,09:50,00:38
2025-10-11,Team D,Team A,Team A,39,18,3,10:28,09:50,00:38
2025-10-11,Team D,Team A,Team D,12,19,3,10:28,09:25,01:03
2025-10-11,Team D,Team A,Team D,84,20,3,10:28,09:07,01:21
2025-10-11,Team D,Team A,Team D,51,19,3,10:28,09:07,01:21
2025-10-11,Team D,Team A,Team D,36,15,3,10:28,09:25,01:03
2025-10-11,Team D,Team A,Team D,28,15,3,10:28,09:50,00:38
2025-10-11,Team D,Team A,Team A,9,18,3,09:50,09:25,00:25
2025-10-11,Team D,Team A,Team A,20,17,3,09:50,09:25,00:25
2025-10-11,Team D,Team A,Team A,72,21,3,09:50,09:25,00:25
2025-10-11,Team D,Team A,Team A,45,17,3,09:50,09:25,00:25
2025-10-11,Team D,Team A,Team A,39,19,3,09:50,09:25,00:25
2025-10-11,Team D,Team A,Team D,28,16,3,09:50,09:25,00:25
2025-10-11,Team D,Team A,Team A,29,19,3,09:25,09:07,00:18
2025-10-11,Team D,Team A,Team A,48,24,3,09:25,09:07,00:18
2025-10-11,Team D,Team A,Team A,14,17,3,09:25,09:16,00:09
2025-10-11,Team D,Team A,Team A,59,26,3,09:25,09:07,00:18
2025-10-11,Team D,Team A,Team A,63,21,3,09:25,09:07,00:18
2025-10-11,Team D,Team A,Team D,50,14,3,09:25,09:07,00:18
2025-10-11,Team D,Team A,Team D,8,13,3,09:25,09:07,00:18
2025-10-11,Team D,Team A,Team D,75,14,3,09:25,09:07,00:18
2025-10-11,Team D,Team A,Team A,92,20,3,09:16,09:07,00:09
2025-10-11,Team D,Team A,Team A,9,19,3,09:07,09:00,00:07
2025-10-11,Team D,Team A,Team A,14,18,3,09:07,09:00,00:07
2025-10-11,Team D,Team A,Team A,59,27,3,09:07,09:00,00:07
2025-10-11,Team D,Team A,Team A,63,22,3,09:07,09:00,00:07
2025-10-11,Team D,Team A,Team A,88,18,3,09:07,08:27,00:40
2025-10-11,Team D,Team A,Team D,52,22,3,09:07,08:27,00:40
2025-10-11,Team D,Team A,Team D,88,23,3,09:07,08:27,00:40
2025-10-11,Team D,Team A,Team D,46,18,3,09:07,09:00,00:07
2025-10-11,Team D,Team A,Team D,25,17,3,09:07,09:00,00:07
2025-10-11,Team D,Team A,Team A,61,14,3,09:00,08:27,00:33
2025-10-11,Team D,Team A,Team A,48,25,3,09:00,08:27,00:33
2025-10-11,Team D,Team A,Team A,5,22,3,09:00,08:27,00:33
2025-10-11,Team D,Team A,Team A,46,15,3,09:00,08:27,00:33
2025-10-11,Team D,Team A,Team D,42,14,3,09:00,08:27,00:33
2025-10-11,Team D,Team A,Team D,46,19,3,09:00,08:27,00:33
2025-10-11,Team D,Team A,Team D,77,14,3,09:00,08:27,00:33
2025-10-11,Team D,Team A,Team A,17,16,3,08:27,08:19,00:08
2025-10-11,Team D,Team A,Team A,14,19,3,08:27,07:17,01:10
2025-10-11,Team D,Team A,Team A,71,14,3,08:27,08:19,00:08
2025-10-11,Team D,Team A,Team A,72,22,3,08:27,08:19,00:08
2025-10-11,Team D,Team A,Team A,45,18,3,08:27,08:19,00:08
2025-10-11,Team D,Team A,Team D,63,16,3,08:27,08:19,00:08
2025-10-11,Team D,Team A,Team D,44,18,3,08:27,08:19,00:08
2025-10-11,Team D,Team A,Team D,25,18,3,08:27,08:19,00:08
2025-10-11,Team D,Team A,Team D,37,14,3,08:27,08:19,00:08
2025-10-11,Team D,Team A,Team D,79,18,3,08:27,08:19,00:08
2025-10-11,Team D,Team A,Team A,9,20,3,08:19,07:20,00:59
2025-10-11,Team D,Team A,Team A,59,28,3,08:19,07:29,00:50
2025-10-11,Team D,Team A,Team A,63,23,3,08:19,07:17,01:02
2025-10-11,Team D,Team A,Team A,88,19,3,08:19,07:20,00:59
2025-10-11,Team D,Team A,Team D,52,23,3,08:19,07:40,00:39
2025-10-11,Team D,Team A,Team D,12,20,3,08:19,07:40,00:39
2025-10-11,Team D,Team A,Team D,88,24,3,08:19,07:40,00:39
2025-10-11,Team D,Team A,Team D,46,20,3,08:19,08:01,00:18
2025-10-11,Team D,Team A,Team D,8,14,3,08:01,07:21,00:40
2025-10-11,Team D,Team A,Team D,44,19,3,07:40,07:00,00:40
2025-10-11,Team D,Team A,Team D,84,21,3,07:40,07:00,00:40
2025-10-11,Team D,Team A,Team D,75,15,3,07:40,07:21,00:19
2025-10-11,Team D,Team A,Team A,5,23,3,07:29,05:34,01:55
2025-10-11,Team D,Team A,Team D,42,15,3,07:21,06:43,00:38
2025-10-11,Team D,Team A,Team D,77,15,3,07:21,06:43,00:38
2025-10-11,Team D,Team A,Team A,29,20,3,07:20,06:13,01:07
2025-10-11,Team D,Team A,Team A,92,21,3,07:20,05:34,01:46
2025-10-11,Team D,Team A,Team A,39,20,3,07:17,06:14,01:03
2025-10-11,Team D,Team A,Team A,46,16,3,07:17,06:12,01:05
2025-10-11,Team D,Team A,Team D,52,24,3,07:00,06:13,00:47
2025-10-11,Team D,Team A,Team D,88,25,3,07:00,06:13,00:47
2025-10-11,Team D,Team A,Team D,36,16,3,06:43,05:29,01:14
2025-10-11,Team D,Team A,Team D,28,17,3,06:43,05:29,01:14
2025-10-11,Team D,Team A,Team D,63,17,3,06:19,06:13,00:06
2025-10-11,Team D,Team A,Team A,72,23,3,06:14,05:02,01:12
2025-10-11,Team D,Team A,Team A,71,15,3,06:13,05:13,01:00
2025-10-11,Team D,Team A,Team D,12,21,3,06:13,05:14,00:59
2025-10-11,Team D,Team A,Team D,51,20,3,06:13,05:25,00:48
2025-10-11,Team D,Team A,Team D,79,19,3,06:13,05:13,01:00
2025-10-11,Team D,Team A,Team A,20,18,3,06:12,05:32,00:40
2025-10-11,Team D,Team A,Team A,88,20,3,05:34,04:38,00:56
2025-10-11,Team D,Team A,Team A,45,19,3,05:34,05:02,00:32
2025-10-11,Team D,Team A,Team A,61,15,3,05:32,04:43,00:49
2025-10-11,Team D,Team A,Team D,8,15,3,05:29,04:37,00:52
2025-10-11,Team D,Team A,Team D,25,19,3,05:29,04:35,00:54
2025-10-11,Team D,Team A,Team D,44,20,3,05:25,04:35,00:50
2025-10-11,Team D,Team A,Team D,46,21,3,05:14,04:37,00:37
2025-10-11,Team D,Team A,Team A,46,17,3,05:13,04:35,00:38
2025-10-11,Team D,Team A,Team D,84,22,3,05:13,04:37,00:36
2025-10-11,Team D,Team A,Team A,48,26,3,05:02,04:13,00:49
2025-10-11,Team D,Team A,Team A,59,29,3,05:02,04:13,00:49
2025-10-11,Team D,Team A,Team A,29,21,3,04:43,04:13,00:30
2025-10-11,Team D,Team A,Team A,63,24,3,04:38,04:13,00:25
2025-10-11,Team D,Team A,Team D,42,16,3,04:37,04:13,00:24
2025-10-11,Team D,Team A,Team D,52,25,3,04:37,04:13,00:24
2025-10-11,Team D,Team A,Team D,37,15,3,04:37,04:13,00:24
2025-10-11,Team D,Team A,Team A,92,22,3,04:35,04:13,00:22
2025-10-11,Team D,Team A,Team D,77,16,3,04:35,04:13,00:22
2025-10-11,Team D,Team A,Team D,51,21,3,04:35,04:13,00:22
2025-10-11,Team D,Team A,Team A,14,20,3,04:13,02:36,01:37
2025-10-11,Team D,Team A,Team A,20,19,3,04:13,03:16,00:57
2025-10-11,Team D,Team A,Team A,72,24,3,04:13,03:29,00:44
2025-10-11,Team D,Team A,Team A,45,20,3,04:13,03:34,00:39
2025-10-11,Team D,Team A,Team A,39,21,3,04:13,03:16,00:57
2025-10-11,Team D,Team A,Team D,52,26,3,04:13,03:29,00:44
2025-10-11,Team D,Team A,Team D,51,22,3,04:13,03:29,00:44
2025-10-11,Team D,Team A,Team D,8,16,3,04:13,03:29,00:44
2025-10-11,Team D,Team A,Team D,25,20,3,04:13,03:29,00:44
2025-10-11,Team D,Team A,Team D,36,17,3,04:13,03:29,00:44
2025-10-11,Team D,Team A,Team D,28,18,3,04:13,03:29,00:44
2025-10-11,Team D,Team A,Team A,48,27,3,03:34,02:31,01:03
2025-10-11,Team D,Team A,Team A,59,30,3,03:29,02:36,00:53
2025-10-11,Team D,Team A,Team D,42,17,3,03:29,02:31,00:58
2025-10-11,Team D,Team A,Team D,12,22,3,03:29,02:31,00:58
2025-10-11,Team D,Team A,Team D,84,23,3,03:29,02:31,00:58
2025-10-11,Team D,Team A,Team D,46,22,3,03:29,02:31,00:58
2025-10-11,Team D,Team A,Team D,77,17,3,03:29,02:31,00:58
2025-10-11,Team D,Team A,Team D,51,23,3,03:29,02:31,00:58
2025-10-11,Team D,Team A,Team A,29,22,3,03:16,02:36,00:40
2025-10-11,Team D,Team A,Team A,63,25,3,03:16,02:31,00:45
2025-10-11,Team D,Team A,Team A,17,17,3,02:36,00:54,01:42
2025-10-11,Team D,Team A,Team A,72,25,3,02:36,00:54,01:42
2025-10-11,Team D,Team A,Team A,92,23,3,02:36,00:54,01:42
2025-10-11,Team D,Team A,Team A,88,21,3,02:31,00:49,01:42
2025-10-11,Team D,Team A,Team A,45,21,3,02:31,00:54,01:37
2025-10-11,Team D,Team A,Team D,42,18,3,02:31,02:03,00:28
2025-10-11,Team D,Team A,Team D,12,23,3,02:31,02:03,00:28
2025-10-11,Team D,Team A,Team D,84,24,3,02:31,00:38,01:53
2025-10-11,Team D,Team A,Team D,Go,4,3,02:31,02:18,00:13
2025-10-11,Team D,Team A,Team D,51,24,3,02:31,01:57,00:34
2025-10-11,Team D,Team A,Team D,28,19,3,02:31,00:44,01:47
2025-10-11,Team D,Team A,Team D,36,18,3,02:18,00:38,01:40
2025-10-11,Team D,Team A,Team D,8,17,3,02:03,00:38,01:25
2025-10-11,Team D,Team A,Team D,25,21,3,02:03,00:38,01:25
2025-10-11,Team D,Team A,Team D,52,27,3,01:57,00:38,01:19
2025-10-11,Team D,Team A,Team A,9,21,3,00:54,00:00,00:54
2025-10-11,Team D,Team A,Team A,48,28,3,00:54,00:00,00:54
2025-10-11,Team D,Team A,Team A,59,31,3,00:54,00:00,00:54
2025-10-11,Team D,Team A,Team A,20,20,3,00:54,00:00,00:54
2025-10-11,Team D,Team A,Team A,39,22,3,00:49,00:00,00:49
2025-10-11,Team D,Team A,Team D,46,23,3,00:44,00:38,00:06
2025-10-11,Team D,Team A,Team D,42,19,3,00:38,00:00,00:38
2025-10-11,Team D,Team A,Team D,12,24,3,00:38,00:00,00:38
2025-10-11,Team D,Team A,Team D,46,24,3,00:38,00:00,00:38
2025-10-11,Team D,Team A,Team D,77,18,3,00:38,00:00,00:38
2025-10-11,Team D,Team A,Team D,51,25,3,00:38,00:00,00:38
2025-10-11,Team D,Team A,Team D,79,20,3,00:38,00:00,00:38
